Cruise_Start_Date,Incident_Category,Incident_Subcategory,Room_Number,Guest_Type,Status,Department,Reference_Id,Added_Date,Description
2/16/2024,Dining Experience ,Survey,12174P,Regular Guest,Closed-Resolved,Restaurant,SC-35582517705031705,2/20/2024 12:04,"Q: How was your dining experience?, A: 2
Q: Quality of the food?, A: 3
Q: Quality of the drinks?, A: 3
Q: Vibe of the restaurant?, A: 3
Q: Not finished? Tell us everything!, A: Why in the hell are the mini restaurants closed like tacos at dinner when most of us have no dinner reservations!?! Makes no sense they all close early afternoon!  Plus there should be a crap load of more choices like chicken fingers and rotisserie chicken and steamed vegetables!   We won’t sail with you again. Your food choices and dinner reservation system sucks beyond belief.  
"
2/16/2024,Security ,Smoking Policy,11018S,Regular Guest,Closed-Resolved,Housekeeping,SC-36302628794543351,2/20/2024 12:31,RA informed the FM that the guest is smoking in the room. There was a cigarette but in the cup with water in the room. FM printed a smoking policy letter and delivered to the room. FM will meet the guests and explain to the about the smoking policy letter. 
2/16/2024,Room ,TV / Room Controls,12285P,VIP2,Cancelled,Housekeeping,SC-35584476573492853,2/20/2024 12:37,TV / Room Controls
2/16/2024,Dining Experience ,Service,11022P,Regular Guest,Closed-Resolved,Restaurant,SC-36250522416940162,2/20/2024 0:41,"Guest  had a reservation at 7:15 PM and unfortunately missed the reservation. They showed up in the restaurant at 9:38 PM and were still accommodated. During the service, the server accidentally spilled a glass of wine into the guest. RS went to the table to apologize for what happened and offered a free laundry service for his clothes, guest accepted the offer and mentioned that it was fine and it's not the server's fault. Additionally, the guests at the table mentioned that they enjoyed their dinner with us."
2/16/2024,Dining Experience ,Service,10190i,Regular Guest,Closed-Resolved,Restaurant,SC-36303508902737484,2/20/2024 12:42,There was an issue on kitchen expo today during brunch service that caused main courses to be late; Guest s were approached by RS Bart to check if everything is ok- they said that their mains are late; while RS Bart was checking on the food ETA Guest s left in the meantime;
2/16/2024,Dining Experience ,Service,11098S,Regular Guest,Closed-Resolved,Restaurant,SC-36304366471042433,2/20/2024 12:44,There was an issue on kitchen expo today during brunch service that caused main courses to be late; due to delay Guest s left the venue before the main courses were served; 
2/16/2024,Dining Experience ,Service,5186S,Regular Guest,Closed-Resolved,Restaurant,SC-36303446359416930,2/20/2024 12:45,waiting time for omelet 40 minutes. 
2/16/2024,Dining Experience ,Service,14245P,Regular Guest,Closed-Resolved,Restaurant,SC-36297792035238290,2/20/2024 12:48,"There was an issue on kitchen expo today during brunch service that caused main courses to be late; Guest s were approached by RS Bart to check if everything is ok- they said that their mains are late; Guest s were offered an apology and were offered drinks, however they refused; mains were delivered shortly after;"
2/16/2024,Dining Experience ,Service,11090S,Regular Guest,Closed-Resolved,Restaurant,SC-36302837866826783,2/20/2024 12:48,waiting time for omelet 40 min
2/16/2024,Dining Experience ,Service,10278S,Regular Guest,Closed-Resolved,Restaurant,SC-36255060214032752,2/20/2024 0:56,"Guest s had a reservation in Korean BBQ at 9:00 PM and were seated after 19 minutes due to a long line. Upon check in, RS explained the sharing concept of Korean BBQ and guests agreed. A few minutes later the server went to RS and informed them that the guests don't want to share the table. RS went to the table and again explained that it is a sharing concept and unfortunately we don't have extra tables as we are full for the evening. Guest s understood and went on with their dinner. No further issues."
2/16/2024,Excursion Res/Avail ,Res/Avail,5292i,Regular Guest,Closed-Resolved,Guest Services,SC-36341640652117661,2/21/2024 1:04,"02/21/24 1:03am Guest  approached SS desk regarding the Excursions refund, she claimed it should be 130USD instead of 120USD. Request was shared with Excursions team and the refund was applied with the price pre cruise. GSA explained this to guest and she said she will check her bank account."
2/16/2024,Entertainment Experience ,Survey,9382S,Regular Guest,Closed-Resolved,Entertainment,SC-35629704336487857,2/21/2024 1:11,"Q: How was your entertainment?, A: 4
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: Need more soca and calypso for the location of the cruise
Q: Are you satisfied with the amount of shows and activities at night?, A: 4
Q: Are you satisfied with the amount of shows and activities during the day?, A: 2
Q: Not finished? Tell us everything!, A: Need more activities not related to fitness
"
2/16/2024,Room ,Room Safe,9270P,Regular Guest,Closed-Resolved,Housekeeping,SC-36343467321818470,2/21/2024 1:18,Room Safe
2/16/2024,Dining Experience ,Service,12094P,Regular Guest,Closed-Resolved,Restaurant,SC-36343253725271504,2/21/2024 1:26,"Guest s had a reservation in Korean BBQ at 8:30 PM and were seated on time. Server informed RM that guest Nickolas did not like the drink saying it was not strong enough, so the bartender made another one. After a few minutes another guest in room 12086A, which is in the same party made the same comment that his drink is also not strong enough. Again the bartender made a new one. RS approached the table to apologize for the inconvenience, RS also informed that RM decided that the drinks in on the house as compensation. Guest s were thankful of the gesture.
"
2/16/2024,Experience Packages ,Missing Perk,12066S,Regular Guest,Closed-Resolved,Guest Services,SC-36397969710995558,2/21/2024 15:21,"02/21/ 14:43 GrpMgr AV: Guest  called to advise they were supposed to have a Bottle of Moet and $100 SL (This is a Non group - information was not in planning doc however VR shows The Moet and the $100 SL only 2 bookings are not showing anything, Message was sent to shoreside Coordinator & S2S for a further review. SQ message was sent to guest Natalie with the updated and advising bottles will be deliver on day 2 (BK 877900 are missing both and  BK 859319)"
2/16/2024,Room ,Maintenance,8338S,Regular Guest,Closed-Resolved,Guest Services,SC-33667680492110773,2/21/2024 6:52,"02/21/24 @6:45 GSA Barbara: Guest  Shakella (14253z) came to SS saying that her client from 8338Z is very dissatisfied with her room. Saying that there is tape all along the ceiling and a part of the ceiling is falling off. Guest  says that there is mold in the bathroom and the room is small, there is not enough space in the balcony. "
2/16/2024,Account/Billing ,Other,11338S,Regular Guest,Closed-Resolved,Restaurant,SC-36370623231227207,2/21/2024 7:45,Guest  called SE informing RS Dragan for a wrong charge of bottle of Moet value of 105$
2/16/2024,Room ,Minor Maint Issue,13082S,Regular Guest,Closed-Resolved,Housekeeping,SC-36364370837940329,2/21/2024 7:58,RA reported missing red blanket from the room on embarkation day 02/21/2024
2/16/2024,Bar Experience ,Survey,14194P,Regular Guest,Closed-Resolved,Bars,SC-35656419834470261,2/21/2024 8:36,"Q: How was your bar experience?, A: 2
Q: Menu choices?, A: NA
Q: Quality of the drinks?, A: NA
Q: Knowledge of the crew?, A: NA
Q: Not finished? Tell us everything!, A: Two of 8 taps open, no IPA’s left anywhere on the ship by day 2, even the Michelobe Ultra people were howling yesterday at the pool.  The beer selection was touted as being wide and varied but very little showed up.  VERY disappointed in this department.
"
2/16/2024,Room ,Toilet Not Flushing,14326P,Regular Guest,Closed-Resolved,Housekeeping,SC-36371069327268347,2/21/2024 9:14,Toilet Not Flushing
2/16/2024,Room ,Survey,12342S,Regular Guest,Closed-Resolved,Housekeeping,SC-36372064139331443,2/21/2024 9:26,"FM was informed by AERAK that 12342Z reporting about the Ceiling with tape. FM went to checked the room and apologized for inconvenience, FM explained to guests that tape due to maintenance issues, The Maintenance team put the tape to hold the ceiling panel in case its detached not to falling down to the bed. FM asked about the bathroom cleanliness and guests said they did not complaint about room cleanliness as what was reported to by theirs Travel agent in debarkation morning. Guest s stated that they have informed their travel agent on first day of the cruise.  for reference SC-33667680492110773 "
2/16/2024,Room ,Balcony Condition,12078S,Regular Guest,Closed-Resolved,Guest Services,SC-36372584052357306,2/21/2024 10:35,"02/21/24 Guest s requested to open the balcony partition doors between 12078Z, 12082Z, 12086Z, 12090Z"
2/16/2024,Room ,Balcony Condition,12255P,VIP2,Closed-Resolved,Guest Services,SC-36383846878230417,2/21/2024 11:01,guests requested to open the balcony partitition door between 12255A and 12249A
2/16/2024,Room ,Minor Maint Issue,13178S,Regular Guest,Closed-Resolved,Housekeeping,SC-36379319640425921,2/21/2024 11:03,"The guest left a permanent stain on the room carpet near the entrance door, which is difficult to remove."
2/16/2024,Experience Packages ,Did not meet expectation,12009P,VIP2,Closed-Resolved,Guest Services,SC-36378559661114593,2/21/2024 11:14,19 February 2024 - Not happy with experience onboard
2/16/2024,Room ,Minor Maint Issue,13062P,Regular Guest,Closed-Resolved,Housekeeping,SC-36380247585246763,2/21/2024 11:19,The Room Host reported missing a red blanket on embarkation day and the guest disembarked the ship without any information regarding this.
2/16/2024,Room ,TV / Room Controls,12237S,VIP2,Closed-Resolved,Housekeeping,SC-36344223434964162,2/21/2024 0:05,TV / Room Controls
2/16/2024,Embarkation ,Boarding Experience,13194S,Regular Guest,Closed-Resolved,Guest Services,SC-33643570210960566,2/21/2024 0:10,"GSA SB - Guest  approached the desk whit their TA (room 14253z ) saying that they were not having a good experience. All stared at the boarding process, were Guest  Michael was asked to go back and forth through security which make them feel discriminated. After that they had several problems with the room, Main door lock was not working, Shower had a piece missing, which was fixed but broke again, sink over flowed. Guest  also said that she had bites on her leg, that she believes were from bed bugs."
2/16/2024,Internet Connection ,No Connection (All cruise),9030S,Regular Guest,Closed-Resolved,Guest Services,SC-36344438174557135,2/21/2024 0:28,"02/19/24 at 22:00 GSA Lola: Guest  Bryan came to SS to state that he could not use the purchased Premium WiFi package as it was not working for the whole cruise, even several different crew members were updating the settings. Guest  is asking for refund."
2/21/2024,Experience Packages ,Missing Perk,12279P,VIP2,Closed-Resolved,Guest Services,SC-36388251783599464,2/21/2024 13:56,"2/21/24 GSA CANSU - Guest  Deborah asked if she is the part of DBE status, GSA sent message to Solutions team. "
2/21/2024,Experience Packages ,Missing Amenitites,13014S,Regular Guest,Closed-Resolved,Guest Services,SC-36389944009416086,2/21/2024 14:13,"2/21/24 GSA CANSU - Guest  approached to desk and told that they supposed to receive $300 refund for SOR that they cancelled, GSA sent message to S2S: ""Ahoy Team, room 13014z bk 893817 supposed to receive $300 for the SOR booking that thy cancelled but guest did not received the refund, the payment made with 6437, pleas verify for me, thank you.
"" "
2/21/2024,Room ,Shower / Plumbing,9330P,Regular Guest,Closed-Resolved,Housekeeping,SC-36390709784548413,2/21/2024 14:37,Shower / Plumbing
2/21/2024,Room ,Shower / Plumbing,13210P,Regular Guest,Closed-Resolved,Housekeeping,SC-36390875672831088,2/21/2024 14:40,Shower / Plumbing
2/21/2024,Room ,TV / Room Controls,13210P,Regular Guest,Closed-Resolved,Housekeeping,SC-36388471667844468,2/21/2024 14:40,TV / Room Controls
2/21/2024,Embarkation ,Survey,5174S,Regular Guest,Closed-Resolved,Guest Services,SC-36388798513042314,2/21/2024 14:45,"2/21/24 GSA CANSU  Guest s approached to dsk with multiple complaints and questions about their bookings. The bar tab should be splitted as pr Guest s however SS Team is not able to split on board. Guest s assisted with their bed for seperation. GSA explained why they are not able to split the bar tab however Guest s asked to speak with HFM , HFM informed for the  cases. "
