Voyage_Start_Date,Incident_Category,Incident_Subcategory,Room_Number,Guest_Type,Status,Department,Reference_Id,Added_Date,Description,Latest_Comment,Resolution_Details
2/11/2024,Dining Experience ,Reservation/Avail,11206A,Regular Guest,Closed-Unresolved,Restaurant,SC-35896706111938371,2/15/24 7:46 PM,"Sailor came to check-in at 6:30pm while her reservation was at 7:00pm. Her reservation was only for 1 but wanted to be accommodated as party of 3. RS informed the sailor that at the moment, the venue is fully booked which makes it not possible to accommodate 3. RS apologized to the sailor and offered to make it for 2. However, the sailor was rude and started telling ""I don't care. It happened also last night in Pink Agave. They told me they are full but there are empty tables. Everything was a lie. I waited there until they gave me table."" RS explained that the venue is full and it might take time to wait but sailor insisted that she will wait and wanted to talk to the manager. RS accommodated the sailor's request immediately. RM spoke to the sailor and she repeated what she wanted to happen to RM. RM explained the same situation to the sailor but she started to get rude again to RM and took a photo of the name badge, making it obvious that she's giving a threat to complain if she will not be accommodated. Sailor made the other sailors waiting in the line to feel upset because of her behavior. ",Sailors from Cabin 10342z had to wait for a table due to the sailor's inappropriate behavior.,"RM apologized again to the sailor and informed the sailor that she is really willing to wait, she can sit in the lounge, but it might take time. Sailor agreed and sat in the lounge. However, sailor called her two friends to join her, putting the RM in a difficult situation. RM offered to sit the sailors to avoid more complications."
2/11/2024,Special Request ,Other,13268M,Regular Guest,Closed-Resolved,Sailor Services,SC-35845852013889188,2/15/24 7:56 AM,"2/15/2024 HDA Bagas : Sailor approach SS desk and stated that she needs to disembark due to Family emergency, sailor refused to give further information because sailor spook with someone yesterday, this case escalated to Clearance officer.",,"02/16/24 10:18 HDM sailors disembarked 2024-02-15 08:04:19	"
2/11/2024,Dining Experience ,Food,11030A,Regular Guest,Closed-Resolved,Restaurant,SC-35891957648400717,2/15/24 8:04 PM,sailors approached to sweet side and asked QSA Ni Ketut for dessert and mention that his wife has pineapple allery,QSA Ni Ketut mention to the sailors and explain about the allergies in brief. husband came back and asked for Coconut Pavlova and QSA Ni Ketut again explain the sailor that coconut pavlova has got pineapple inside. mean time sailors came back and mention that his wife got allergy reaction,RS Reagan approach to sailors ask what happen? sailor said that by mistake he gave dessert to his wife and she got allergy reacted. RS Reagan asked the sailors for medical attention but the sailors politely decline and said that they have medicine in the room and went to their room
2/11/2024,Entertainment Experience ,Survey,11306A,Regular Guest,Closed-Resolved,Entertainment,SC-35855106800882714,2/15/24 8:13 AM,"Q: How was your entertainment?, A: 1
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities during the day?, A: NA
Q: Are you satisfied with the amount of shows and activities at night?, A: NA
Q: Not finished? Tell us everything!, A: NA
",,V log is for documenting purposes and comments were passed to the relevant department 
2/11/2024,Dining Experience ,Survey,11238M,Regular Guest,Closed-Unresolved,Restaurant,SC-35890794710497222,2/15/24 8:21 PM,"Q: How was your dining experience?, A: 1
Q: Service?, A: 1
Q: Quality of the drinks?, A: 1
Q: Vibe of the restaurant?, A: 1
Q: Not finished? Tell us everything!, A: NA
",,
2/11/2024,Security ,Security Issue Other,10350Z,Regular Guest,Closed-Resolved,Security,SC-35890859750780475,2/15/24 8:22 PM,"CH called DM that the sailor is missing a retainer from their cabin. DM met the sailor they informed the DM that they are missing a retainer from their cabin. The said their retainer was on the c table before they go outside to Bimini and when they came back the box was not on the tablet and everything that was on the c table was remove and we placed on the shelf on the vanity desk. In the morning CH reported that there was a spill on the carpet and night shift manager and the team shampooed the carpet. DM will check with night shift manager because she was there with the team shampooed the carpet. DM DM apologized and informed the sailor to report to SS because its a security issue and they claiming it cost a thousand pounds. When the cabin host service the cabin the were about 4 bags of ship eats and more than 10 glasses, maybe sailor invited their friends to the cabin last night to their cabin. ","9.08am When PAM Made and two utilities entered the rooms, the rooms were already made, so I went in personally to clean the cabin's carpeted areas. PAM remained with the utilities until all procedures were completed, and nothing was moved from the cabin.","02/16/24 10:16 HDM sailors disembarked 2024-02-16 09:47:04	"
2/11/2024,Cabin ,Tablet or TV Issue,5254M,Regular Guest,Closed-Resolved,Housekeeping,SC-35898170140061825,2/15/24 8:24 PM,Tablet or TV Issue,,tv/tablet working
2/11/2024,Bar Experience ,Survey,9014A,Regular Guest,Closed-Resolved,Bars,SC-35900785746929551,2/15/24 8:54 PM,"Q: How was your bar experience?, A: 1
Q: Service?, A: 1
Q: Menu choices?, A: 1
Q: Vibe of the bar?, A: 1
Q: Not finished? Tell us everything!, A: NA
",,"logged for feedback, sailor gave no further details from onboard survey"
2/11/2024,Dining Experience ,Food,11070Z,Regular Guest,Closed-Resolved,Restaurant,SC-35899785070479876,2/15/24 8:58 PM,Sailor had dinner in GB tonight 02/15 he reported to be gluten free but decided to have the chicken anyway. RM checked personally with him and he stated he was sure about it. ,,"RM passed by from the table again at the end of the dinner to make sure, sailor was fine and the table enjoyed the experience. "
2/11/2024,Dining Experience ,Issue w Venue Availability,12134A,Regular Guest,Closed-Resolved,Restaurant,SC-35902630956900677,2/15/24 9:25 PM,"Sailors came at peak time, asking for table for 4, calming that was promised from Sailor Services, we put them on waitlist for 15 minutes , and accommodate them n Extra Virgin.",,RS apologized for the inconviniance.
2/11/2024,Dining Experience ,Product Not Offered,8009A,VIP2,Closed-Resolved,Restaurant,SC-35903083290498805,2/15/24 9:29 PM,14 February 2024 - Sailors were told go to the back of the line,14 February 2024 - James messaged RSA that he was made to go to the back of the line again at The Wake and its the 3rd time it has happened. He feels the service should not be provided if he can not make use of it. Rockstar's should have a separate line to check in for their reservation if not all crew members are not aware how to differentiate between Rockstar suite sailors and regular cabin sailors. RSA informed RSM of the situation and it was escalated to F&B Director as it has happened 3 times this voyage. RSA apologized for the inconvenience and will be comping their Spa treatment of $249.,Sailors Spa treatment of $249 was charged to 9024
2/11/2024,Cabin ,Tablet or TV Issue,8218A,Regular Guest,Closed-Resolved,Housekeeping,SC-35905014201615531,2/15/24 9:55 PM,Tablet or TV Issue,,tablet working
2/11/2024,Medical Event ,Injury,10066Z,Regular Guest,Closed-Resolved,Sailor Services,SC-35861446491661204,2/15/24 9:58 AM,Sailor accidentally stabbed her left big toe nail from her boyfriend's luggage while walking her way to the cabin restroom.,02/15/24 16:09 HDM sailors are ashore,"02/16/24 10:4 HDM sailors disembarked 2024-02-16 10:09:54	"
2/11/2024,Medical Event ,Illness,14174Z,Regular Guest,Closed-Resolved,Sailor Services,SC-35860835188569303,2/15/24 10:01 AM,Sailor has been isolated due to a communicable disease 02.14.2024. @20:45,02/15/24 15:14 HDM called and spoke Phuong who confirmed that she was feeling well  and did not currently need anything - HDM advised that she would continue to follow up throughout the day,02/16/24 10:4 HDM sailor was released 02.15.2024. @20:30
2/11/2024,Other ,Survey,13286Z,Regular Guest,Closed-Resolved,Sailor Services,SC-35898946530954578,2/15/24 10:01 PM,"Q: How would you rate the overall Virgin Voyages Experience so far?, A: 2
Q: Tell us everything!, A: NA
",,V log is for documenting purposes and comments were passed to the relevant department 
2/11/2024,Dining Experience ,Service,12098Z,Regular Guest,Closed-Resolved,Restaurant,SC-35905125865663301,2/15/24 10:03 PM,Sailors had 35 minutes food delay for their main course. ,,"Complimentary drinks were offered as an apology, ARM personally checked on them and sailors appreciated the concern and follow up on their food."
2/11/2024,Entertainment Experience ,Survey,12306A,Regular Guest,Closed-Resolved,Entertainment,SC-35899281038143862,2/15/24 10:06 PM,"Q: How was your entertainment?, A: 4
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities at night?, A: 2
Q: Are you satisfied with the amount of shows and activities during the day?, A: 4
Q: Not finished? Tell us everything!, A: NA
",,V log is for documenting purposes and comments were passed to the relevant department 
2/11/2024,Cabin ,Tablet or TV Issue,14062Z,Regular Guest,Closed-Resolved,Housekeeping,SC-35905396206042074,2/15/24 10:11 PM,Tablet or TV Issue,"There is obscurity on half of the screen, AIMS created. PAM Made",V log is for documenting purposes and comments were passed to the relevant department 
2/11/2024,Dining Experience ,Issue w Venue Availability,13046A,Regular Guest,Closed-Resolved,Restaurant,SC-35905728208618608,2/15/24 10:16 PM,"Sailors came at the venue without reservation and wanted to check-in while other sailors with reservation are waiting in line. RS offered the sailors to be on the waiting list and informed that they will be accommodated whenever there is any cancellation same as the other sailors who are on the list as there were 17 cabin numbers ahead of them. Sailors kept on coming back even though the RS informed them that they will be notified on the app whenever it is possible. Sailors saw that people who checked-in with reservations are still waiting to be seated because there ae no available tables at the moment. RS explained the situation. However, sailors still insist to be taken. ",,RS apologized several times to the sailors and mentioned that they will be prioritized once that the venue has tables back. RS called the ARM to assist with the sailors. Sailors still showed unacceptable attitude with the ARM even after giving them an explanation. RS eventually notified the sailors after having a table ready. FYI
2/11/2024,Bar Experience ,Survey,11314A,Regular Guest,Closed-Resolved,Bars,SC-35900014155394444,2/15/24 10:19 PM,"Q: How was your bar experience?, A: 5
Q: Friendliness of the crew?, A: 4
Q: Menu choices?, A: 2
Q: Knowledge of the crew?, A: 4
Q: Not finished? Tell us everything!, A: I think Virgin needs more variety.  Second time here. Need to change it up. Also the barbecue is barely fair in food and choices. 
",,
